"","TIMESTAMP","RECORD","DECDOY","DOY","H","M","T1","T2","T3","T4","FLAG"
"79597","6/27/16 19:30",80450,179.8125,179,19,30,11.37435,11.38925,11.42614,11.36982,NA
"79603","6/27/16 20:00",80456,179.8333333,179,20,0,11.11427,11.11165,11.15362,11.10159,NA
"79609","6/27/16 20:30",80462,179.8541667,179,20,30,10.86657,10.858,10.89595,10.87278,NA
"79615","6/27/16 21:00",80468,179.875,179,21,0,10.51654,10.57235,10.58504,10.44294,NA
"79621","6/27/16 21:30",80474,179.8958333,179,21,30,10.28114,10.26365,10.3286,10.25269,NA
"79627","6/27/16 22:00",80480,179.9166667,179,22,0,10.20418,10.22964,10.24941,10.16039,NA
"79633","6/27/16 22:30",80486,179.9375,179,22,30,10.08745,10.07235,10.14276,10.05028,NA
"79639","6/27/16 23:00",80492,179.9583333,179,23,0,10.05166,10.03362,10.09651,9.95462,NA
"79645","6/27/16 23:30",80498,179.9791667,179,23,30,9.856333,9.78985,9.87208,9.783768,NA
"79651","6/28/16 0:00",80504,180,180,0,0,9.86806,9.808126,9.876276,9.762195,NA
"79657","6/28/16 0:30",80510,180.0208333,180,0,30,9.55853,9.46427,9.54964,9.452921,NA
"79663","6/28/16 1:00",80516,180.0416667,180,1,0,8.808408,8.600131,8.791346,8.602198,NA
"79669","6/28/16 1:30",80522,180.0625,180,1,30,8.573853,8.451889,8.622568,8.46224,NA
"79675","6/28/16 2:00",80528,180.0833333,180,2,0,8.434626,8.260916,8.513181,8.311383,NA
"79681","6/28/16 2:30",80534,180.1041667,180,2,30,8.952414,8.769775,8.922589,8.826731,NA
"79687","6/28/16 3:00",80540,180.125,180,3,0,9.221491,9.09389,9.203219,9.123059,NA
"79693","6/28/16 3:30",80546,180.1458333,180,3,30,8.352835,8.119253,8.315534,8.165777,NA
"79699","6/28/16 4:00",80552,180.1666667,180,4,0,8.119016,7.91611,8.139044,7.988666,NA
"79705","6/28/16 4:30",80558,180.1875,180,4,30,8.556412,8.192633,8.431806,8.437159,NA
"79711","6/28/16 5:00",80564,180.2083333,180,5,0,9.13619,8.874548,8.978546,9.253583,NA
"79717","6/28/16 5:30",80570,180.2291667,180,5,30,9.916168,10.1642,9.823151,10.07434,NA
"79723","6/28/16 6:00",80576,180.25,180,6,0,10.7223,11.72078,10.69424,10.95014,NA
"79729","6/28/16 6:30",80582,180.2708333,180,6,30,11.65529,13.17685,11.57717,11.85034,NA
"79735","6/28/16 7:00",80588,180.2916667,180,7,0,13.0079,14.84374,12.93208,12.91584,NA
"79741","6/28/16 7:30",80594,180.3125,180,7,30,14.18475,16.10045,14.0598,14.04234,NA
"79747","6/28/16 8:00",80600,180.3333333,180,8,0,15.37481,17.79389,15.08933,15.28364,NA
"79753","6/28/16 8:30",80606,180.3541667,180,8,30,16.48291,19.02105,16.08532,16.33393,NA
"79759","6/28/16 9:00",80612,180.375,180,9,0,17.26287,19.02526,16.68285,16.80406,NA
"79765","6/28/16 9:30",80618,180.3958333,180,9,30,18.12363,19.72744,17.28531,17.32931,NA
"79771","6/28/16 10:00",80624,180.4166667,180,10,0,18.87371,19.81197,17.66306,18.13716,NA
"79777","6/28/16 10:30",80630,180.4375,180,10,30,19.6965,20.55201,18.57113,18.76558,NA
"79783","6/28/16 11:00",80636,180.4583333,180,11,0,20.13212,20.69069,19.11165,19.31791,NA
"79789","6/28/16 11:30",80642,180.4791667,180,11,30,20.83632,21.29393,19.46271,19.93213,NA
"79795","6/28/16 12:00",80648,180.5,180,12,0,21.36406,21.18302,19.71072,20.67635,NA
"79801","6/28/16 12:30",80654,180.5208333,180,12,30,21.98479,21.36465,20.55348,21.05515,NA
"79807","6/28/16 13:00",80660,180.5416667,180,13,0,20.24825,20.09482,19.99994,20.94224,NA
"79813","6/28/16 13:30",80666,180.5625,180,13,30,21.26097,21.4433,20.23942,21.36636,NA
"79819","6/28/16 14:00",80672,180.5833333,180,14,0,21.51505,21.66538,20.30108,22.20923,NA
"79825","6/28/16 14:30",80678,180.6041667,180,14,30,22.35681,21.58757,21.26803,22.73735,NA
"79831","6/28/16 15:00",80684,180.625,180,15,0,19.15279,19.13661,19.00747,19.38902,NA
"79837","6/28/16 15:30",80690,180.6458333,180,15,30,20.87659,20.47722,20.58916,21.89093,NA
"79843","6/28/16 16:00",80696,180.6666667,180,16,0,20.21321,19.94804,20.02116,21.55684,NA
"79849","6/28/16 16:30",80702,180.6875,180,16,30,19.94785,20.10001,19.87924,21.89078,NA
"79855","6/28/16 17:00",80708,180.7083333,180,17,0,19.93707,19.8229,19.95403,21.53556,NA
"79861","6/28/16 17:30",80714,180.7291667,180,17,30,19.03652,19.03669,19.23199,20.28827,NA
"79867","6/28/16 18:00",80720,180.75,180,18,0,18.21395,18.28649,18.37272,18.98726,NA
"79873","6/28/16 18:30",80726,180.7708333,180,18,30,17.26558,17.40051,17.42836,17.67788,NA
"79879","6/28/16 19:00",80732,180.7916667,180,19,0,16.19336,16.22666,16.19014,16.18381,NA
"79885","6/28/16 19:30",80738,180.8125,180,19,30,14.15172,13.57367,13.75778,13.6265,NA
"79891","6/28/16 20:00",80744,180.8333333,180,20,0,13.1252,12.74608,12.87798,12.79837,NA
"79897","6/28/16 20:30",80750,180.8541667,180,20,30,11.98756,11.53367,11.69277,11.77802,NA
"79903","6/28/16 21:00",80756,180.875,180,21,0,11.76445,11.06804,11.65201,11.44394,NA
"79909","6/28/16 21:30",80762,180.8958333,180,21,30,12.25838,11.4528,11.8966,12.29593,NA
"79915","6/28/16 22:00",80768,180.9166667,180,22,0,12.05638,11.84535,11.84157,11.82082,NA
"79921","6/28/16 22:30",80774,180.9375,180,22,30,11.08285,10.62321,11.00694,10.75305,NA
"79927","6/28/16 23:00",80780,180.9583333,180,23,0,11.19606,10.80689,10.94212,10.87229,NA
"79933","6/28/16 23:30",80786,180.9791667,180,23,30,10.71422,10.38228,10.76035,10.49113,NA
"79939","6/29/16 0:00",80792,181,181,0,0,10.45215,10.07721,10.30779,10.13914,NA
"79945","6/29/16 0:30",80798,181.0208333,181,0,30,11.41149,10.91687,11.17465,11.01306,NA
"79951","6/29/16 1:00",80804,181.0416667,181,1,0,10.94468,10.21382,10.5551,10.76621,NA
"79957","6/29/16 1:30",80810,181.0625,181,1,30,11.54614,11.67906,11.64232,11.14437,NA
"79963","6/29/16 2:00",80816,181.0833333,181,2,0,9.645737,9.503622,9.594824,9.319211,NA
"79969","6/29/16 2:30",80822,181.1041667,181,2,30,8.888547,8.674387,8.842547,8.611588,NA
"79975","6/29/16 3:00",80828,181.125,181,3,0,9.5375,9.139752,9.217493,8.918573,NA
"79981","6/29/16 3:30",80834,181.1458333,181,3,30,9.624347,9.276754,9.345929,9.259204,NA
"79987","6/29/16 4:00",80840,181.1666667,181,4,0,9.419497,9.060254,9.315729,9.035833,NA
"79993","6/29/16 4:30",80846,181.1875,181,4,30,9.709234,9.53728,9.388974,9.518277,NA
"79999","6/29/16 5:00",80852,181.2083333,181,5,0,10.38784,10.15417,9.972107,10.41969,NA
"80005","6/29/16 5:30",80858,181.2291667,181,5,30,11.38126,11.68042,11.06648,11.49913,NA
"80011","6/29/16 6:00",80864,181.25,181,6,0,12.52934,13.40619,12.33728,12.69178,NA
"80017","6/29/16 6:30",80870,181.2708333,181,6,30,13.90641,15.37893,13.91223,14.05881,NA
"80023","6/29/16 7:00",80876,181.2916667,181,7,0,15.45183,17.31555,15.31061,15.47992,NA
"80029","6/29/16 7:30",80882,181.3125,181,7,30,16.66308,18.0892,16.66628,16.45331,NA
"80035","6/29/16 8:00",80888,181.3333333,181,8,0,18.0373,19.78488,17.91748,17.74411,NA
"80041","6/29/16 8:30",80894,181.3541667,181,8,30,19.31333,21.06014,18.78058,19.07856,NA
"80047","6/29/16 9:00",80900,181.375,181,9,0,20.05731,21.12835,19.3562,19.41303,NA
"80053","6/29/16 9:30",80906,181.3958333,181,9,30,21.16914,21.46437,19.70971,20.27105,NA
"80059","6/29/16 10:00",80912,181.4166667,181,10,0,22.20416,23.39698,21.06931,21.24224,NA
"80065","6/29/16 10:30",80918,181.4375,181,10,30,22.85527,23.35577,21.69357,22.33538,NA
"80071","6/29/16 11:00",80924,181.4583333,181,11,0,22.16267,22.13359,21.36015,21.8389,NA
"80077","6/29/16 11:30",80930,181.4791667,181,11,30,23.0204,22.61203,21.58655,22.06509,NA
"80083","6/29/16 12:00",80936,181.5,181,12,0,22.81378,22.79087,22.12049,22.96432,NA
"80089","6/29/16 12:30",80942,181.5208333,181,12,30,22.48101,21.83248,21.30725,21.82824,NA
"80095","6/29/16 13:00",80948,181.5416667,181,13,0,23.44758,23.11026,22.37766,23.44448,NA
"80101","6/29/16 13:30",80954,181.5625,181,13,30,23.26145,22.48472,22.12152,23.02658,NA
"80107","6/29/16 14:00",80960,181.5833333,181,14,0,23.24681,22.3167,22.00695,22.71714,NA
"80113","6/29/16 14:30",80966,181.6041667,181,14,30,23.07104,22.76121,22.31789,23.45764,NA
"80119","6/29/16 15:00",80972,181.625,181,15,0,21.87249,21.58165,21.67237,22.26216,NA
"80125","6/29/16 15:30",80978,181.6458333,181,15,30,22.85076,22.44673,22.27236,23.53686,NA
"80131","6/29/16 16:00",80984,181.6666667,181,16,0,22.5588,22.21247,22.65998,23.6872,NA
"80137","6/29/16 16:30",80990,181.6875,181,16,30,22.83626,22.65241,22.92369,24.44506,NA
"80143","6/29/16 17:00",80996,181.7083333,181,17,0,22.31524,22.21281,22.37816,23.65987,NA
"80149","6/29/16 17:30",81002,181.7291667,181,17,30,21.75279,21.65131,21.87373,22.74558,NA
"80155","6/29/16 18:00",81008,181.75,181,18,0,21.77112,21.61563,21.93173,22.24712,NA
"80161","6/29/16 18:30",81014,181.7708333,181,18,30,21.49206,21.57909,21.59122,21.88265,NA
"80167","6/29/16 19:00",81020,181.7916667,181,19,0,20.31652,20.33973,20.27353,20.22248,NA
"80173","6/29/16 19:30",81026,181.8125,181,19,30,18.8618,18.81026,18.72685,18.45041,NA
"80179","6/29/16 20:00",81032,181.8333333,181,20,0,18.12459,17.99579,17.93803,17.72509,NA
"80185","6/29/16 20:30",81038,181.8541667,181,20,30,18.49066,18.49315,18.38836,18.33017,NA
"80191","6/29/16 21:00",81044,181.875,181,21,0,16.83989,16.75975,16.59505,16.44006,NA
"80197","6/29/16 21:30",81050,181.8958333,181,21,30,16.71313,16.59166,16.52459,16.37554,NA
"80203","6/29/16 22:00",81056,181.9166667,181,22,0,17.03572,16.94442,16.9718,16.76076,NA
"80209","6/29/16 22:30",81062,181.9375,181,22,30,15.23977,15.07182,15.15279,14.8239,NA
"80215","6/29/16 23:00",81068,181.9583333,181,23,0,14.58239,14.2824,14.58809,14.45753,NA
"80221","6/29/16 23:30",81074,181.9791667,181,23,30,14.51391,14.3773,14.40954,14.31761,NA
"80227","6/30/16 0:00",81080,182,182,0,0,14.2995,14.1463,14.05791,13.76008,NA
"80233","6/30/16 0:30",81086,182.0208333,182,0,30,14.34991,14.19989,14.18923,14.04371,NA
"80239","6/30/16 1:00",81092,182.0416667,182,1,0,14.13686,13.95785,13.93768,13.72629,NA
"80245","6/30/16 1:30",81098,182.0625,182,1,30,13.95728,13.79485,13.82083,13.64331,NA
"80251","6/30/16 2:00",81104,182.0833333,182,2,0,13.63937,13.50799,13.46097,13.31331,NA
"80257","6/30/16 2:30",81110,182.1041667,182,2,30,13.75897,13.63002,13.67167,13.47163,NA
"80263","6/30/16 3:00",81116,182.125,182,3,0,13.5228,13.31019,13.23796,13.12413,NA
"80269","6/30/16 3:30",81122,182.1458333,182,3,30,13.00491,12.80906,12.72553,12.59006,NA
"80275","6/30/16 4:00",81128,182.1666667,182,4,0,13.92296,13.78667,13.74327,13.67847,NA
"80281","6/30/16 4:30",81134,182.1875,182,4,30,14.51342,14.41216,14.28694,14.26941,NA
"80287","6/30/16 5:00",81140,182.2083333,182,5,0,14.36129,14.2213,14.15971,14.08116,NA
"80293","6/30/16 5:30",81146,182.2291667,182,5,30,14.89738,14.97646,14.66686,14.83942,NA
"80299","6/30/16 6:00",81152,182.25,182,6,0,15.69151,16.21778,15.6766,15.78864,NA
"80305","6/30/16 6:30",81158,182.2708333,182,6,30,16.54317,17.35069,16.46074,16.58894,NA
"80311","6/30/16 7:00",81164,182.2916667,182,7,0,17.05584,17.06362,16.88357,16.89143,NA
"80317","6/30/16 7:30",81170,182.3125,182,7,30,18.91087,20.43842,18.91663,19.04353,NA
"80323","6/30/16 8:00",81176,182.3333333,182,8,0,18.0005,18.24863,17.84756,17.94702,NA
"80329","6/30/16 8:30",81182,182.3541667,182,8,30,17.62453,17.92314,17.44255,17.75405,NA
"80335","6/30/16 9:00",81188,182.375,182,9,0,17.70992,18.21765,17.71946,17.91185,NA
"80341","6/30/16 9:30",81194,182.3958333,182,9,30,16.44983,16.63841,16.34403,16.47145,NA
"80347","6/30/16 10:00",81200,182.4166667,182,10,0,15.79518,15.79363,15.72181,15.77339,NA
"80353","6/30/16 10:30",81206,182.4375,182,10,30,14.35115,14.41293,14.34614,14.27304,NA
"80359","6/30/16 11:00",81212,182.4583333,182,11,0,14.35386,14.39622,14.24602,14.34288,NA
"80365","6/30/16 11:30",81218,182.4791667,182,11,30,14.78183,14.69837,14.5507,14.78203,NA
"80371","6/30/16 12:00",81224,182.5,182,12,0,15.17101,15.14205,15.04767,15.16059,NA
"80377","6/30/16 12:30",81230,182.5208333,182,12,30,16.30004,16.49028,15.88355,16.37152,NA
"80383","6/30/16 13:00",81236,182.5416667,182,13,0,16.88492,17.20519,16.53525,17.16364,NA
"80389","6/30/16 13:30",81242,182.5625,182,13,30,15.01622,15.34893,15.07643,15.09336,NA
"80395","6/30/16 14:00",81248,182.5833333,182,14,0,16.43463,16.44624,16.25032,16.64538,NA
"80401","6/30/16 14:30",81254,182.6041667,182,14,30,19.25851,19.1468,18.82741,20.07836,NA
"80407","6/30/16 15:00",81260,182.625,182,15,0,19.48901,18.90145,18.67761,20.50748,NA
"80413","6/30/16 15:30",81266,182.6458333,182,15,30,17.261,17.60596,17.25714,17.54909,NA
"80419","6/30/16 16:00",81272,182.6666667,182,16,0,15.40473,15.43878,15.40236,15.29861,NA
"80425","6/30/16 16:30",81278,182.6875,182,16,30,13.52817,13.5401,13.55778,13.51344,NA
"80431","6/30/16 17:00",81284,182.7083333,182,17,0,15.34331,15.82637,15.44689,16.32858,NA
"80437","6/30/16 17:30",81290,182.7291667,182,17,30,14.06828,14.20065,14.31014,15.05314,NA
"80443","6/30/16 18:00",81296,182.75,182,18,0,13.0952,13.00611,13.13617,13.15506,NA
"80449","6/30/16 18:30",81302,182.7708333,182,18,30,12.29536,12.38275,12.34045,12.32393,NA
"80455","6/30/16 19:00",81308,182.7916667,182,19,0,11.6122,11.61731,11.59898,11.59375,NA
"80461","6/30/16 19:30",81314,182.8125,182,19,30,11.19193,11.24634,11.21308,11.15733,NA
"80467","6/30/16 20:00",81320,182.8333333,182,20,0,11.06358,11.10492,11.12397,11.04134,NA
"80473","6/30/16 20:30",81326,182.8541667,182,20,30,10.9805,11.06704,11.05355,10.98428,NA
"80479","6/30/16 21:00",81332,182.875,182,21,0,11.02221,11.07057,11.07822,11.03146,NA
"80485","6/30/16 21:30",81338,182.8958333,182,21,30,10.94313,10.95462,10.97302,10.91616,NA
"80491","6/30/16 22:00",81344,182.9166667,182,22,0,10.74286,10.7524,10.78946,10.76064,NA
"80497","6/30/16 22:30",81350,182.9375,182,22,30,10.62283,10.62066,10.67504,10.60611,NA
"80503","6/30/16 23:00",81356,182.9583333,182,23,0,9.303528,9.303284,9.317307,9.257489,NA
"80509","6/30/16 23:30",81362,182.9791667,182,23,30,8.639417,8.636554,8.682431,8.62496,NA
"80515","7/1/16 0:00",81368,183,183,0,0,8.356992,8.313471,8.338428,8.279925,NA
"80521","7/1/16 0:30",81374,183.0208333,183,0,30,8.061707,8.012708,8.083142,7.999139,NA
"80527","7/1/16 1:00",81380,183.0416667,183,1,0,7.405389,7.250702,7.396832,7.307553,NA
"80533","7/1/16 1:30",81386,183.0625,183,1,30,7.707605,7.620954,7.687289,7.594101,NA
"80539","7/1/16 2:00",81392,183.0833333,183,2,0,7.098575,6.955597,7.11427,6.947824,NA
"80545","7/1/16 2:30",81398,183.1041667,183,2,30,7.359342,7.241397,7.348227,7.23482,NA
"80551","7/1/16 3:00",81404,183.125,183,3,0,6.967917,6.837845,6.975436,6.820483,NA
"80557","7/1/16 3:30",81410,183.1458333,183,3,30,6.918851,6.790723,6.933108,6.774127,NA
"80563","7/1/16 4:00",81416,183.1666667,183,4,0,6.715805,6.584589,6.707239,6.568713,NA
"80569","7/1/16 4:30",81422,183.1875,183,4,30,6.813529,6.677454,6.769089,6.766107,NA
"80575","7/1/16 5:00",81428,183.2083333,183,5,0,7.118701,6.97125,6.972595,7.22616,NA
"80581","7/1/16 5:30",81434,183.2291667,183,5,30,7.781641,8.005203,7.671777,7.976388,NA
"80587","7/1/16 6:00",81440,183.25,183,6,0,8.9465,9.549805,8.718448,9.065969,NA
"80593","7/1/16 6:30",81446,183.2708333,183,6,30,9.874817,11.20789,9.733426,10.00718,NA
"80599","7/1/16 7:00",81452,183.2916667,183,7,0,11.24006,13.33146,11.17667,11.26468,NA
"80605","7/1/16 7:30",81458,183.3125,183,7,30,12.49119,14.2627,12.17257,12.21804,NA
"80611","7/1/16 8:00",81464,183.3333333,183,8,0,13.6599,15.64969,13.3593,13.37502,NA
"80617","7/1/16 8:30",81470,183.3541667,183,8,30,15.04775,17.62577,14.5634,14.67389,NA
"80623","7/1/16 9:00",81476,183.375,183,9,0,15.35477,17.06794,14.94487,14.94601,NA
"80629","7/1/16 9:30",81482,183.3958333,183,9,30,15.87686,16.77703,15.48473,15.46849,NA
"80635","7/1/16 10:00",81488,183.4166667,183,10,0,17.21495,17.8691,16.23087,16.70118,NA
"80641","7/1/16 10:30",81494,183.4375,183,10,30,16.92728,17.66982,16.46858,16.92088,NA
"80647","7/1/16 11:00",81500,183.4583333,183,11,0,19.58018,20.29939,18.57704,19.13701,NA
"80653","7/1/16 11:30",81506,183.4791667,183,11,30,19.80454,20.16823,18.77627,19.57531,NA
"80659","7/1/16 12:00",81512,183.5,183,12,0,17.00426,17.15411,16.47237,16.65807,NA
"80665","7/1/16 12:30",81518,183.5208333,183,12,30,19.55137,19.7829,18.66921,19.59477,NA
"80671","7/1/16 13:00",81524,183.5416667,183,13,0,19.18626,18.57065,18.53303,19.15518,NA
"80677","7/1/16 13:30",81530,183.5625,183,13,30,19.52935,18.72047,18.45948,19.89944,NA
"80683","7/1/16 14:00",81536,183.5833333,183,14,0,21.42541,20.84782,20.12472,21.8551,NA
"80689","7/1/16 14:30",81542,183.6041667,183,14,30,18.68468,18.3884,18.15265,18.91845,NA
"80695","7/1/16 15:00",81548,183.625,183,15,0,19.77318,19.72508,19.23499,20.59238,NA
"80701","7/1/16 15:30",81554,183.6458333,183,15,30,20.64484,20.81447,20.40505,22.16514,NA
"80707","7/1/16 16:00",81560,183.6666667,183,16,0,18.71258,18.39585,18.55991,19.45314,NA
"80713","7/1/16 16:30",81566,183.6875,183,16,30,17.75974,17.45076,17.88955,18.524,NA
"80719","7/1/16 17:00",81572,183.7083333,183,17,0,18.61982,18.83105,18.76188,20.47618,NA
"80725","7/1/16 17:30",81578,183.7291667,183,17,30,18.26622,17.65097,18.46098,19.27326,NA
"80731","7/1/16 18:00",81584,183.75,183,18,0,17.78903,18.07086,18.06514,18.82739,NA
"80737","7/1/16 18:30",81590,183.7708333,183,18,30,17.03927,17.07908,17.31557,17.38665,NA
"80743","7/1/16 19:00",81596,183.7916667,183,19,0,16.12541,16.19716,16.31841,15.99067,NA
"80749","7/1/16 19:30",81602,183.8125,183,19,30,14.69595,14.80845,14.74996,14.242,NA
"80755","7/1/16 20:00",81608,183.8333333,183,20,0,13.46492,13.65297,13.57062,12.91618,NA
"80761","7/1/16 20:30",81614,183.8541667,183,20,30,13.32674,13.46942,13.50456,12.75887,NA
"80767","7/1/16 21:00",81620,183.875,183,21,0,13.11977,13.18431,13.26199,12.72575,NA
"80773","7/1/16 21:30",81626,183.8958333,183,21,30,12.33672,12.40357,12.46194,11.94922,NA
"80779","7/1/16 22:00",81632,183.9166667,183,22,0,12.05896,12.22627,12.2198,11.62794,NA
"80785","7/1/16 22:30",81638,183.9375,183,22,30,11.28815,11.61547,11.58548,10.79378,NA
"80791","7/1/16 23:00",81644,183.9583333,183,23,0,11.86673,11.95657,12.10814,11.51597,NA
"80797","7/1/16 23:30",81650,183.9791667,183,23,30,11.84706,11.78956,11.87856,11.57442,NA
"80803","7/2/16 0:00",81656,184,184,0,0,11.90944,11.8073,11.94209,11.73815,NA
"80809","7/2/16 0:30",81662,184.0208333,184,0,30,11.86271,11.73987,11.89119,11.69492,NA
"80815","7/2/16 1:00",81668,184.0416667,184,1,0,11.61478,11.48313,11.5199,11.35731,NA
"80821","7/2/16 1:30",81674,184.0625,184,1,30,11.41859,11.35995,11.4112,11.21846,NA
"80827","7/2/16 2:00",81680,184.0833333,184,2,0,11.6596,11.62465,11.7286,11.49922,NA
"80833","7/2/16 2:30",81686,184.1041667,184,2,30,11.29177,11.33444,11.40358,11.14389,NA
"80839","7/2/16 3:00",81692,184.125,184,3,0,11.04363,10.98228,11.09033,10.7314,NA
"80845","7/2/16 3:30",81698,184.1458333,184,3,30,11.10454,11.08319,11.21696,10.91985,NA
"80851","7/2/16 4:00",81704,184.1666667,184,4,0,11.01151,11.01787,11.23007,10.88488,NA
"80857","7/2/16 4:30",81710,184.1875,184,4,30,11.78675,11.67162,11.80721,11.74414,NA
"80863","7/2/16 5:00",81716,184.2083333,184,5,0,12.5241,12.54535,12.51263,12.599,NA
"80869","7/2/16 5:30",81722,184.2291667,184,5,30,13.27108,13.45317,13.26816,13.32673,NA
"80875","7/2/16 6:00",81728,184.25,184,6,0,13.38639,13.64089,13.36955,13.28371,NA
"80881","7/2/16 6:30",81734,184.2708333,184,6,30,15.24879,16.29268,15.32463,15.36106,NA
"80887","7/2/16 7:00",81740,184.2916667,184,7,0,15.58477,16.06439,15.51523,15.48836,NA
"80893","7/2/16 7:30",81746,184.3125,184,7,30,17.38403,18.98328,17.17216,17.28401,NA
"80899","7/2/16 8:00",81752,184.3333333,184,8,0,18.70829,20.6942,18.64388,18.49487,NA
"80905","7/2/16 8:30",81758,184.3541667,184,8,30,19.61339,20.94792,18.77425,19.12689,NA
"80911","7/2/16 9:00",81764,184.375,184,9,0,19.95559,20.98574,19.10087,19.06978,NA
"80917","7/2/16 9:30",81770,184.3958333,184,9,30,22.30216,23.37354,20.83017,21.34937,NA
"80923","7/2/16 10:00",81776,184.4166667,184,10,0,22.5576,23.3801,20.97945,21.89135,NA
"80929","7/2/16 10:30",81782,184.4375,184,10,30,19.2335,18.59011,19.01546,19.01517,NA
"80935","7/2/16 11:00",81788,184.4583333,184,11,0,24.10671,24.23829,22.92193,23.17083,NA
"80941","7/2/16 11:30",81794,184.4791667,184,11,30,20.62382,20.9564,20.44487,20.3926,NA
"80947","7/2/16 12:00",81800,184.5,184,12,0,24.09043,23.59869,22.24008,22.93394,NA
"80953","7/2/16 12:30",81806,184.5208333,184,12,30,24.38418,23.34051,22.91668,23.57772,NA
"80959","7/2/16 13:00",81812,184.5416667,184,13,0,24.82758,24.09832,23.22402,24.27369,NA
"80965","7/2/16 13:30",81818,184.5625,184,13,30,24.343,23.70115,22.87315,24.35352,NA
"80971","7/2/16 14:00",81824,184.5833333,184,14,0,21.45761,21.14753,20.78339,21.25716,NA
"80977","7/2/16 14:30",81830,184.6041667,184,14,30,24.26185,23.93779,23.53007,24.91273,NA
"80983","7/2/16 15:00",81836,184.625,184,15,0,24.75561,24.13982,23.59523,25.64107,NA
"80989","7/2/16 15:30",81842,184.6458333,184,15,30,23.66798,23.11187,23.17704,24.19625,NA
"80995","7/2/16 16:00",81848,184.6666667,184,16,0,23.51789,22.8867,23.00547,24.7648,NA
"81001","7/2/16 16:30",81854,184.6875,184,16,30,20.25679,20.467,20.29221,20.27628,NA
"81007","7/2/16 17:00",81860,184.7083333,184,17,0,22.74727,22.74003,22.93515,24.04467,NA
"81013","7/2/16 17:30",81866,184.7291667,184,17,30,22.53845,22.53308,22.86421,23.80717,NA
"81019","7/2/16 18:00",81872,184.75,184,18,0,22.09644,22.40083,22.27483,23.10441,NA
"81025","7/2/16 18:30",81878,184.7708333,184,18,30,19.51082,19.49603,19.41094,19.03627,NA
"81031","7/2/16 19:00",81884,184.7916667,184,19,0,18.52239,18.22457,18.10382,17.95602,NA
"81037","7/2/16 19:30",81890,184.8125,184,19,30,17.45122,16.80729,16.82574,16.75511,NA
"81043","7/2/16 20:00",81896,184.8333333,184,20,0,16.32975,15.61597,16.12722,16.12021,NA
"81049","7/2/16 20:30",81902,184.8541667,184,20,30,15.76855,15.10129,15.32643,15.47049,NA
