Site,DOY,HHMM,VPD,PAR,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14
WCR,227,2130,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
WCR,227,2200,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
WCR,227,2230,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
WCR,227,2300,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
WCR,227,2330,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
WCR,228,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
WCR,228,30,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
WCR,228,100,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
WCR,228,130,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
WCR,228,200,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
WCR,228,230,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
WCR,228,300,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
WCR,228,330,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
WCR,228,400,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
WCR,228,430,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
WCR,228,500,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
WCR,228,530,NaN,111.64,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
WCR,228,600,NaN,223.27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
WCR,228,630,NaN,357.35,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
WCR,228,700,NaN,491.43,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
WCR,228,730,NaN,800.44,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
WCR,228,800,NaN,1109.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
WCR,228,830,NaN,1233.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
WCR,228,900,NaN,1358,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
WCR,228,930,NaN,1211.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
WCR,228,1000,NaN,1065.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
WCR,228,1030,NaN,969.05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
WCR,228,1100,NaN,872.37,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
WCR,228,1130,NaN,1119.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
WCR,228,1200,NaN,1366.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
WCR,228,1230,NaN,1126.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
WCR,228,1300,NaN,886.18,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
WCR,228,1330,NaN,832.09,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
WCR,228,1400,NaN,778,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
WCR,228,1430,NaN,711.82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
WCR,228,1500,NaN,645.65,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
WCR,228,1530,NaN,650.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
WCR,228,1600,NaN,654.85,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
WCR,228,1630,NaN,501.21,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
WCR,228,1700,NaN,347.57,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
WCR,228,1730,NaN,203.13,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
WCR,228,1800,NaN,58.696,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
WCR,228,1830,NaN,29.923,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
WCR,228,1900,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
WCR,228,1930,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
WCR,228,2000,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
WCR,228,2030,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
WCR,228,2100,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
WCR,228,2130,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
WCR,228,2200,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
WCR,228,2230,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
WCR,228,2300,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
WCR,228,2330,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
WCR,229,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
WCR,229,30,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
WCR,229,100,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
WCR,229,130,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
WCR,229,200,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
WCR,229,230,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
WCR,229,300,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
WCR,229,330,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
WCR,229,400,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
WCR,229,430,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
WCR,229,500,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
WCR,229,530,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
WCR,229,600,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
WCR,229,630,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
WCR,229,700,NaN,1000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
WCR,229,730,NaN,1000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
WCR,229,800,NaN,1000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
WCR,229,830,NaN,1000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
WCR,229,900,NaN,1000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
WCR,229,930,NaN,1000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
WCR,229,1000,NaN,1000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
WCR,229,1030,0.776,720.33,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
WCR,229,1100,0.156,1343.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
WCR,229,1130,0.277,924.43,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
WCR,229,1200,0.312,745.63,NaN,NaN,0.22571,0.17634,0.20366,NaN,0.24934,NaN,NaN,NaN,NaN,NaN,NaN,NaN
WCR,229,1230,0.348,744.24,NaN,NaN,0.3198,0.13815,0.33779,NaN,0.24976,NaN,NaN,NaN,NaN,NaN,NaN,NaN
WCR,229,1300,0.385,767.96,NaN,NaN,0.33253,0.15513,0.43063,NaN,0.27047,NaN,NaN,NaN,NaN,NaN,NaN,NaN
WCR,229,1330,0.43,800.23,NaN,NaN,0.32776,0.17719,0.43116,NaN,0.27263,NaN,NaN,NaN,NaN,NaN,NaN,NaN
WCR,229,1400,0.433,677.93,NaN,NaN,0.31197,0.17958,0.45904,NaN,0.25301,NaN,NaN,NaN,NaN,NaN,NaN,NaN
WCR,229,1430,0.464,686.47,NaN,NaN,0.32474,0.20205,0.52333,NaN,0.25991,NaN,NaN,NaN,NaN,NaN,NaN,NaN
WCR,229,1500,0.523,794.71,NaN,NaN,0.32921,0.21537,0.55697,NaN,0.26086,NaN,NaN,NaN,NaN,NaN,NaN,NaN
WCR,229,1530,0.539,694.92,NaN,NaN,0.3185,0.21221,0.52993,NaN,0.24827,NaN,NaN,NaN,NaN,NaN,NaN,NaN
WCR,229,1600,0.548,694.58,NaN,NaN,0.30939,0.20649,0.52036,NaN,0.23771,NaN,NaN,NaN,NaN,NaN,NaN,NaN
WCR,229,1630,0.541,511.05,NaN,NaN,0.34702,0.23684,0.58263,NaN,0.25409,NaN,NaN,NaN,NaN,NaN,NaN,NaN
WCR,229,1700,0.382,217.24,NaN,NaN,0.31214,0.22285,0.56019,NaN,0.23236,NaN,NaN,NaN,NaN,NaN,NaN,NaN
WCR,229,1730,0.27,263.42,NaN,NaN,0.31724,0.22901,0.57613,NaN,0.23704,NaN,NaN,NaN,NaN,NaN,NaN,NaN
WCR,229,1800,0.203,128.34,NaN,NaN,0.29428,0.24166,0.50887,NaN,0.21448,NaN,NaN,NaN,NaN,NaN,NaN,NaN
WCR,229,1830,0.169,30.75,NaN,0.28136,0.21259,0.168,0.3249,NaN,0.15076,NaN,NaN,NaN,0.38763,0.27379,NaN,0.19224
WCR,229,1900,0.121,0,NaN,0.21894,0.14587,0.13053,0.24101,NaN,0.11024,0.14484,NaN,NaN,0.26792,0.20055,NaN,0.13022
WCR,229,1930,0.126,0,NaN,0.17171,0.11887,0.10713,0.18219,NaN,0.087183,0.11413,NaN,NaN,0.21311,0.15099,NaN,0.1012
WCR,229,2000,0.091,0,NaN,0.12882,0.084132,0.076539,0.11086,NaN,0.064413,0.083647,NaN,NaN,0.15659,0.096912,NaN,0.075053
WCR,229,2030,0.075,0,NaN,0.097348,0.052404,0.049578,0.06238,NaN,0.044856,0.05798,NaN,NaN,0.11119,0.060336,NaN,0.050398
WCR,229,2100,0.077,0,NaN,0.073796,0.032489,0.032989,0.035831,NaN,0.031337,0.039213,NaN,NaN,0.082233,0.038937,NaN,0.033153
WCR,229,2130,0.049,0,NaN,0.056562,0.018587,0.022738,0.020584,NaN,0.021077,0.025277,NaN,NaN,0.060392,0.026712,NaN,0.020295
WCR,229,2200,NaN,0,NaN,0.043406,0.011291,0.015289,0.010849,NaN,0.013198,0.014584,NaN,NaN,0.043953,0.018593,NaN,0.010762
WCR,229,2230,NaN,0,NaN,0.032738,0.005918,0.010311,0.0045433,NaN,0.0061419,0.0064706,NaN,NaN,0.0325,0.01285,NaN,0.0034241
WCR,229,2300,NaN,0,NaN,0.024036,0.00076311,0.0079255,0.00032052,NaN,0.0013934,0.00041979,NaN,NaN,0.023344,0.0083351,NaN,0
WCR,229,2330,NaN,0,NaN,0.017368,0,0.0045046,0,NaN,0,0,NaN,NaN,0.016199,0.0052386,NaN,0
WCR,230,0,NaN,0,NaN,0.011552,0,0.0027544,0,NaN,0,0,NaN,NaN,0.01106,0.0024807,NaN,0
WCR,230,30,0,0,NaN,0.0067812,0,0.0031684,0,NaN,0,0,NaN,NaN,0.0086548,0.00091203,NaN,0
WCR,230,100,NaN,0,NaN,0.0025636,0,0.0028248,0,NaN,0,0,NaN,NaN,0.0053225,0,NaN,0
WCR,230,130,NaN,0,NaN,0.00031003,0,0.0011189,0,NaN,0,0,NaN,NaN,0.0015339,0,NaN,0
WCR,230,200,NaN,0,NaN,0.0013074,0,0.0028161,0,NaN,0,0,NaN,NaN,0.004179,0.0010627,NaN,0
WCR,230,230,0,0,NaN,0.0016484,0,0.0026969,0,NaN,0.0024781,0,NaN,NaN,0.0038567,0.0016839,NaN,0
WCR,230,300,NaN,0,NaN,0,0,0.00059157,0,NaN,0.0036485,0,NaN,NaN,0.0033984,0.0010941,NaN,0
WCR,230,330,NaN,0,NaN,0,0,0.0015534,0,NaN,0.0037069,0,NaN,NaN,0.0030898,0.0011344,NaN,0.0022754
WCR,230,400,NaN,0,NaN,0,0,0.0021114,0,NaN,0.0032608,0,NaN,NaN,0.0015489,0,NaN,0.0042125
WCR,230,430,0,0,NaN,0,0,0.0012542,0,NaN,0.0019231,0,NaN,NaN,0.002316,0,NaN,0.0022652
WCR,230,500,0,0,NaN,0,0,0.00025736,0.00010503,NaN,0.00073909,0,NaN,0.04046,0,0,NaN,0
WCR,230,530,NaN,0,NaN,0,0.0002384,0,3.06E-05,NaN,0.00049323,0,NaN,0.03769,0,0,NaN,0
WCR,230,600,NaN,0,NaN,0,0,0,0,NaN,0,0,NaN,0.034542,0,0,NaN,0
WCR,230,630,0.046,435.28,NaN,0,0,0,0,NaN,0,0,NaN,0.032154,0,0,NaN,0
WCR,230,700,0.011,493.1,NaN,0,0,0,0,NaN,0,0,NaN,0.029612,0,0,NaN,0
WCR,230,730,0.02,611.07,NaN,0,0,0,0,NaN,0,0,NaN,0.027112,0,0,NaN,0
WCR,230,800,0.091,632.13,NaN,0,0,0,0.00044382,NaN,0,0,NaN,0.024849,0,0,NaN,0
WCR,230,830,0.114,641.33,NaN,0,0.0010038,0,0.0020109,NaN,0,0,NaN,0.025895,0,0,NaN,0
WCR,230,900,0.168,672.52,NaN,0.0023015,0.023852,0.00042898,0.013484,NaN,0,0,NaN,0.028851,0.00049197,0.0011359,NaN,0.0068579
WCR,230,930,0.239,822.88,NaN,0.021283,0.10356,0.0073341,0.049029,NaN,0.030899,0.008053,NaN,0.035963,0.016161,0.0086542,NaN,0.067108
WCR,230,1000,0.319,1032.2,NaN,0.051591,0.1985,0.021994,0.12978,NaN,0.088408,0.032299,NaN,0.043715,0.050681,0.028057,NaN,0.16097
WCR,230,1030,0.358,880.23,NaN,0.10032,0.2692,0.061789,0.27746,NaN,0.14346,0.084781,NaN,0.050273,0.12508,0.083806,NaN,0.26713
WCR,230,1100,0.342,532.61,NaN,0.15054,0.299,0.097699,0.40359,NaN,0.17421,0.13273,NaN,0.056706,0.19299,0.14547,NaN,0.30756
WCR,230,1130,0.347,601.9,NaN,0.21045,0.34935,0.15162,NaN,NaN,0.21367,0.2149,NaN,0.065043,0.31759,0.23782,NaN,0.37423
WCR,230,1200,0.339,350.13,NaN,0.23854,0.34781,0.17566,NaN,NaN,0.21338,0.25888,NaN,0.067984,0.39034,0.26728,NaN,0.36895
WCR,230,1230,0.294,363.87,NaN,0.20689,0.27818,0.14159,NaN,NaN,0.17337,0.2148,NaN,0.06476,0.33121,0.19889,NaN,0.28717
WCR,230,1300,0.3,365.44,NaN,0.20307,0.29703,0.15846,0.49681,NaN,0.18258,0.21482,NaN,0.063336,0.32409,0.22029,NaN,0.29311
WCR,230,1330,0.241,360.64,NaN,0.1836,0.25821,0.13537,0.41543,NaN,0.15747,0.18892,NaN,0.059384,0.27429,0.1831,NaN,0.24718
WCR,230,1400,0.234,253.75,NaN,0.16341,0.2448,0.12432,0.39283,NaN,0.13633,0.16674,NaN,0.055348,0.243,0.1625,NaN,0.20523
WCR,230,1430,0.269,266.87,NaN,0.15407,0.23741,0.12315,0.40122,NaN,0.12794,0.15133,NaN,0.053235,0.22393,0.16342,NaN,0.19354
WCR,230,1500,0.216,157.17,NaN,0.14759,0.24185,0.12598,0.40277,NaN,0.12753,0.14358,NaN,0.05101,0.21466,0.16401,NaN,0.19107
WCR,230,1530,0.122,111.72,NaN,0.14012,0.21302,0.11551,0.35223,NaN,0.11304,0.13445,NaN,0.048159,0.19777,0.14008,NaN,0.17609
WCR,230,1600,0,149.4,NaN,0.13179,0.20456,0.11307,0.34099,NaN,0.098822,0.12674,NaN,0.045953,0.19077,0.13045,NaN,0.15284
WCR,230,1630,0,73.619,NaN,0.10108,0.16785,0.08927,0.25542,NaN,0.074391,0.10067,NaN,0.041382,0.15136,0.096868,NaN,0.11281
WCR,230,1700,0,40.657,NaN,0.056548,0.10473,0.053112,0.1353,NaN,0.043155,0.061082,NaN,0.033258,0.088008,0.050642,NaN,0.060993
WCR,230,1730,0,25.399,NaN,0.022759,0.046047,0.021539,0.063823,NaN,0.020226,0.025909,NaN,0.020953,0.028639,0.020433,NaN,0.024845
WCR,230,1800,0,13.793,NaN,0.0073327,0.024304,0.0071495,0.032899,NaN,0.0075368,0.010176,0.0078811,0.012742,0.0041797,0.0072477,NaN,0.0063753
WCR,230,1830,0,0,NaN,0,0.012101,0.00041816,0.016332,NaN,0,0.00040067,0.0043952,0.0079941,0,0.00012762,NaN,0
WCR,230,1900,0,0,NaN,0,0.0053215,0,0.0068866,NaN,0,0,0.0018069,0.0046675,0,0,NaN,0
WCR,230,1930,0,0,NaN,0,0.00095451,0,0.00178,NaN,0,0,0.0010133,0.0022659,0,0,NaN,0
WCR,230,2000,0,0,NaN,0,0.0022636,0,0,NaN,0,0,0.00046882,0.0018251,0,0,NaN,0
WCR,230,2030,0,0,NaN,0,0.0015357,0,0,NaN,0,0,0.00022772,0.0011213,0,0,NaN,0
WCR,230,2100,0,0,NaN,0,0.0031162,0,0,NaN,0,0,0,0.00055859,0,0,NaN,0
WCR,230,2130,0,0,NaN,0,0.0044065,0,0.00013188,NaN,0,0,0,0.001107,0,0,NaN,0
WCR,230,2200,0,0,NaN,0,0.0060926,0,0.00078098,NaN,0,0,0,0.00045632,0,0.00049174,NaN,0
WCR,230,2230,0,0,NaN,0,0.007218,0,0.0025306,NaN,0,0.0018694,0,0,0.0047033,0.0018401,NaN,0
WCR,230,2300,0,0,NaN,0,0.0089472,0,0.004102,NaN,0.00095815,0.0047297,0.00042398,0,0.021045,0.0027633,NaN,0
WCR,230,2330,0,0,NaN,0,0.0093003,0,0.0057,NaN,0.0012677,0.0070302,0.00045017,0,0.013887,0.0034859,NaN,0
WCR,231,0,0,0,NaN,0,0.0099532,0.0036393,0.0077263,NaN,0.0049225,0.011063,0.00019807,0,0.038472,0.00962,NaN,0.0015377
WCR,231,30,0,0,NaN,0,0.01157,0.010601,0.019981,NaN,0.027657,0.026176,0,0.0069711,0.047019,0.017474,NaN,0.0035407
WCR,231,100,0,0,NaN,0,0.012462,0.012133,0.033888,NaN,0.027002,0.031832,0.021083,0.013393,0.048574,0.022522,NaN,0.0050022
WCR,231,130,0.001,0,NaN,0,0.01033,0.0106,0.031441,NaN,0.026534,0.030058,0.027763,0.015199,0.025452,0.019268,NaN,0.0043076
WCR,231,200,0,0,NaN,0,0.0083848,0.0085587,0.026533,NaN,0.020202,0.025827,0.031979,0.015235,0.015237,0.015936,NaN,0.0044583
WCR,231,230,0,0,NaN,0,0.0061591,0.0069042,0.019754,NaN,0.01276,0.018059,0.027806,0.012626,0.0094195,0.011439,NaN,0.0044332
WCR,231,300,0,0,NaN,0,0.0045498,0.0046016,0.014002,NaN,0.0058517,0.012087,0.027336,0.0094385,0.0056302,0.007581,NaN,0.0028367
WCR,231,330,0,0,NaN,0,0.0032606,0.0020488,0.010044,NaN,0.0016993,0.0082714,0.022887,0.0093527,0.0022724,0.005794,NaN,0.00015778
WCR,231,400,0,0,NaN,0,0.0038384,0.00097077,0.007213,NaN,0.0018477,0.0053499,0.020096,0.0076933,0.0008201,0.0048956,NaN,0
WCR,231,430,0,0,NaN,0,0.0030637,0,0.00488,NaN,0,0.0030602,0.021053,0.0068519,0,0.0032757,NaN,0
WCR,231,500,0,0,NaN,0,0.0020834,0,0.0022184,NaN,0.00043563,0.0020361,0.0177,0.0056466,0,0.0017507,NaN,0
WCR,231,530,0,19.508,NaN,0,0.00088145,0,0.0013682,NaN,0.0014532,0.00073357,0.016551,0.0067258,0,0.00076079,NaN,0
WCR,231,600,0,15.15,NaN,0,0,0,0,NaN,0,0,0.014804,0.0093187,0,0,NaN,0
WCR,231,630,0,105.46,NaN,0,0,0,0,NaN,0,0,0.013039,0.0077726,0,0,NaN,0.00093101
WCR,231,700,0,196.69,NaN,0.0010561,0,0.00080102,0.00082303,NaN,0.00048417,0.0028598,0.012074,0.0078428,0.0016196,0.00081706,NaN,0.0071958
WCR,231,730,0.001,483.99,NaN,0.0015443,0,0.0017655,0.001765,NaN,0.00032651,0.01652,0.010146,0.0053474,0.0026878,0.0017143,NaN,0.018204
WCR,231,800,0,321.08,NaN,0.0020693,0,0.00045031,0.0019334,NaN,0.003313,0.020461,0.0099818,0.0040719,0.0039452,0.0047846,NaN,0.024992
WCR,231,830,0.021,612.98,NaN,0.0030298,0,0,0.0020851,NaN,0.01449,0.018608,0.0086969,0.002764,0.0037295,0.0078367,NaN,0.02719
WCR,231,900,0.016,508.3,NaN,0.0041867,0.0024058,0,0.0043556,NaN,0.015164,0.014827,0.0087143,0.0030014,0.0056094,0.0075776,NaN,0.030122
WCR,231,930,0,360.28,NaN,0.0036694,0.0016746,0.00048972,0.0051062,NaN,0.0070321,0.011014,0.0080331,0.0032619,0.0081709,0.0056784,NaN,0.028207
WCR,231,1000,0,981.72,NaN,0.0060964,0.0029749,0.00040989,0.0096985,NaN,0.0061494,0.0093511,0.0084056,0.0060968,0.0090151,0.0089492,NaN,0.02629
WCR,231,1030,0,916.35,NaN,0.014902,0.0030794,0.00069045,0.01624,NaN,0.0038988,0.0082557,0.0099162,0.010003,0.010843,0.0090016,NaN,0.025709
WCR,231,1100,0.081,772.28,NaN,0.013692,0.001671,0.0072474,0.017486,NaN,0.010914,0.021306,0.010938,0.020829,0.023987,0.0094092,NaN,0.031687
WCR,231,1130,0.099,333.5,NaN,0.017512,0.0048814,0.01151,0.033573,NaN,0.0077912,0.013466,0.014608,0.026904,0.021144,0.0086958,NaN,0.033106
WCR,231,1200,0.119,582.7,NaN,0.056112,0.061395,0.0229,0.10591,NaN,0.024137,0,0.022688,0.031593,0.039807,0.010852,NaN,0.030645
WCR,231,1230,0.111,579.64,NaN,0.063015,0.12893,0.034306,0.1646,NaN,0.054611,0,0.026068,0.031081,0.065426,0.0088267,NaN,0.05051
WCR,231,1300,0.028,670.96,NaN,0.050729,0.16526,0.030886,0.13828,NaN,0.068311,0,0.023899,0.028743,0.038378,0.00027903,NaN,0.081943
WCR,231,1330,0.058,592.89,NaN,0.069536,0.18962,0.030263,0.15108,NaN,0.068907,0,0.022772,0.026191,0.030646,0.002902,NaN,0.12654
WCR,231,1400,0.018,787.45,NaN,0.085675,0.20342,0.032861,0.18622,NaN,0.076956,0.0034084,0.022193,0.028305,0.039163,0.013681,NaN,0.14935
WCR,231,1430,0.032,524.68,NaN,0.083283,0.18688,0.030148,0.18718,NaN,0.068339,0.016143,0.020246,0.032127,0.042646,0.019316,NaN,0.13792
WCR,231,1500,0,573.39,NaN,0.081028,0.1859,0.035284,0.18785,NaN,0.076395,0.034237,0.020488,0.027948,0.059348,0.031196,NaN,0.14156
WCR,231,1530,0,697.46,NaN,0.06518,0.15346,0.023547,0.14093,NaN,0.059424,0.030027,0.01763,0.026856,0.048784,0.02141,NaN,0.11369
WCR,231,1600,0,497.57,NaN,0.070638,0.17538,0.030211,0.1413,NaN,0.077792,0.047326,0.01914,0.029009,0.075741,0.02604,NaN,0.1344
WCR,231,1630,0.036,716.63,NaN,0.035497,0.095409,0.0077249,0.077943,NaN,0.036295,0.019745,0.012434,0.021473,0.029227,0.0067845,NaN,0.0673
WCR,231,1700,0.061,389.01,NaN,0.025204,0.0678,0,0.055349,NaN,0.018315,0.0084017,0.0093847,0.016897,0.013815,0.00087087,NaN,0.043534
WCR,231,1730,0.037,195.84,NaN,0.025686,0.062243,0,0.045456,NaN,0.015521,0.0048401,0.0079078,0.015884,0.010617,0,NaN,0.034513
WCR,231,1800,0.016,130.55,NaN,0.050328,0.10775,0.00084544,0.076078,NaN,0.033383,0.01203,0.010661,0.020811,0.026337,0.0073565,NaN,0.047757
WCR,231,1830,0,28.719,NaN,0.055774,0.13362,0.0017089,0.081381,NaN,0.048581,0.022922,0.012717,0.022157,0.042737,0.0098109,NaN,0.062755
